sentence university,hypothesis university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,conflict,features,prediction
Rose-Hulman Institute of Technology,Univeristy of Virginia,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Univeristy of California - Davis,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",The UC Davis network is continually scanned for prohibited activities and network threats.,"define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[3, 1, 1440.0, 0, 2, 0, 0, 0.356917550512566, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,University of Illinois - Chicago,The individual will have a 4 Mbps bandwidth rate limit,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7911687614768012, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0]",0
Rose-Hulman Institute of Technology,Cornell University,The individual will have a 4 Mbps bandwidth rate limit,Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",qos,0,"[5, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,University of Texas - Austin,The individual will have a 4 Mbps bandwidth rate limit,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",qos,0,"[4, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,North Dakota State University,The individual will have a 4 Mbps bandwidth rate limit,Students have a quota of 5 GB per day The quota is reset at 6am,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",qos,0,"[5, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Rutgers University,The individual will have a 4 Mbps bandwidth rate limit,Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",qos,1,"[6, 0, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0.6790200622184935, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,Missouri State University,The individual will have a 4 Mbps bandwidth rate limit,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",qos,0,"[3, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,University of Washington,The individual will have a 4 Mbps bandwidth rate limit,These network security changes include blocking traffic from the Internet into the UW network over FTP,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp') ,path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 1.4680763128899246, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0
Rose-Hulman Institute of Technology,University of Michigan - Ann Harbor,The individual will have a 4 Mbps bandwidth rate limit,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall') ",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",0
Rose-Hulman Institute of Technology,University of California - San Diego,The individual will have a 4 Mbps bandwidth rate limit,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
Rose-Hulman Institute of Technology,Brown University,The individual will have a 4 Mbps bandwidth rate limit,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('network') block service('NETBIOS'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Brown University,The individual will have a 4 Mbps bandwidth rate limit,All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
Rose-Hulman Institute of Technology,New York University,The individual will have a 4 Mbps bandwidth rate limit,"You may not run any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via NYU's ResNet or NYURoam wireless networks","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",path,0,"[2, 1, 1440.0, 0, 1, 1, 0, 0.7911687614768012, 3, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",0
Rose-Hulman Institute of Technology,Penn State University - University Park,The individual will have a 4 Mbps bandwidth rate limit,Housing does not normally limit the amount of bandwidth,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('dorms') unset bandwidth(),qos,1,"[3, 0, 1440.0, 1, 0, 1, 0, 0.3841108677978685, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,Univeristy of Virginia,The individual will have a 4 Mbps bandwidth rate limit,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('network') add middlebox('firewall'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
Rose-Hulman Institute of Technology,Univeristy of Virginia,The individual will have a 4 Mbps bandwidth rate limit,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Univeristy of California - Davis,The individual will have a 4 Mbps bandwidth rate limit,The UC Davis network is continually scanned for prohibited activities and network threats.,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
Rose-Hulman Institute of Technology,University of Illinois - Chicago,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",path,0,"[2, 1, 1440.0, 0, 0, 1, 1, 1.9824883450172681, 4, 0, 2, 0, 1, 0.32322510873334337, 2, 0, 4, 0, 0]",0
Rose-Hulman Institute of Technology,Cornell University,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",Students have 200 GB of Free monthly usage,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",path,0,"[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,University of Texas - Austin,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",Faculty members have 500 Gb per week of free network use,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",path,0,"[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,North Dakota State University,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",Students have a quota of 5 GB per day The quota is reset at 6am,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",path,0,"[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Rutgers University,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",Internet is limited to 3 Mbps per host,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",path,0,"[3, 1, 1440.0, 0, 1, 0, 0, 0.356917550512566, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.3415303083818666, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Missouri State University,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",path,0,"[4, 1, 1440.0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
